ID,VISIT,microb_large_emb_coord_1,microb_large_emb_coord_2,microb_large_emb_coord_3,microb_large_emb_coord_4,microb_large_emb_coord_5,microb_large_emb_coord_6,microb_large_emb_coord_7,microb_large_emb_coord_8,microb_large_emb_coord_9,microb_large_emb_coord_10,microb_large_emb_coord_11,microb_large_emb_coord_12,microb_large_emb_coord_13,microb_large_emb_coord_14,microb_large_emb_coord_15,microb_large_emb_coord_16,microb_large_emb_coord_17,microb_large_emb_coord_18,microb_large_emb_coord_19,microb_large_emb_coord_20
28,1,0.04728854213079572,0.0899809486161977,-0.047462815355078944,-0.052484568632551236,0.06754538666262518,-0.08412682361540541,0.041842107157466495,0.09873011076995837,-0.10788907377681331,0.04224971353530105,0.0641080291220786,0.005482534567841676,0.013060229821242662,0.013016564072964042,0.08343405779019031,-0.2470912289657377,-0.06363722786766425,0.020442985561477618,0.038032273560685385,-0.030950798634907007
28,3,0.04657663526093203,0.07903506122228397,-0.024049613288771553,-0.03476400216636292,0.0358325736690788,-0.05855914741389214,0.03024152442556587,0.0797977710747415,-0.07762903471493607,0.03995553054260046,0.09890310188965923,0.021371149859288535,0.03729618106956158,-0.008182158444083243,0.022179394553702988,-0.16756774290640195,-0.026960300532806288,0.008570608472920701,0.0478012329663687,0.010368895237290818
29,1,-0.1240470307570683,0.0473849473781153,0.012814245061033867,0.016055060872336126,0.0050813556179931125,-0.0006707217787850444,-0.02451655339918699,-0.0631913162718056,-0.005644863709456278,-0.03592623096943302,0.03446852320406501,0.01000727880165986,-0.00036816879417031533,0.06394917254020092,-0.03905879335428875,-0.02913396157043723,-0.05388460338415683,0.029077528396364658,0.03471052524770474,-0.025649570176142753
29,3,-0.06895287008842049,0.020279448316280407,-0.038807069180656496,0.011195730978720318,-0.004874440803328617,0.08564893010104921,-0.01008780326062821,-0.03892872455665984,0.021299641915019644,0.03763420652204425,-0.005276035819573443,0.001120524174167404,0.006769313665351765,0.1469456486252095,-0.0768071563474673,-0.10681753706510355,0.11692569219701919,-0.01572703291562172,0.11503009858236912,0.05730913332670305
30,1,0.053495795534367147,0.04054750003219004,0.12732024406109083,-0.11851679510049092,-0.17509593858541506,0.045271187176296704,0.035373887973545085,-0.04208279121924839,-0.021749872803716066,-0.052773622780275455,-0.06671203046944961,-0.010431580257795519,-0.06092117092144769,0.045531133835784734,0.06838344862526317,-0.007800875332967355,0.0055998126271916545,0.06310797310025835,0.07608918216430749,-0.02930706648843354
30,3,0.04824658005094431,0.01787729928990111,0.10242871406830553,-0.0009502491598938406,-0.05463789122782558,0.01259092938414517,0.05526516503725533,-0.006326357512487467,0.00026262421095666163,-0.009436356804447526,-0.025143922292303812,-0.01403967200446761,-0.031571785755067146,0.040960762737650085,0.008924246850685809,0.014999293948591494,0.007825275122613872,0.05589503798771143,0.057944576306648135,0.03250981504883907
32,1,0.03533981568433392,0.04118291971638044,-0.04165757805272289,0.039058365402246276,-0.055355904199120606,-0.013789488216140044,-0.10575065406841973,0.037918309407988404,0.2878244164395762,0.04799024784098412,-0.008816370284287821,-0.07037278840722457,0.03706753870434758,-0.11299855702643129,0.11873894795458205,-0.058658308856399936,-0.06637847531725155,0.009841533100324094,-0.04408367799367142,-0.06609814150836273
32,3,0.05321414422439607,0.04603336627563364,0.12285138224991292,-0.11611889233532033,-0.14921036455270048,0.05100476311497388,0.014139717026987776,-0.05605131477095679,-0.012393650986203902,-0.022528697671936306,-0.06626170459330998,0.016053503065812276,-0.05431528749698748,0.006772148737585221,0.04803435699327802,-0.0014949403638720752,-0.01076390981955462,0.03141230666545652,0.024237634326421426,0.001707096773729071
33,1,0.04393821243945112,-0.012505971829783918,0.11423905447124649,0.15536211975318556,0.044188147943044834,0.0005337630198493728,0.17926384454528413,0.013333506286342806,0.07727049073894003,0.005526063938087653,0.03393206107813399,0.09936251435542226,-0.010438187159668929,0.07208816082373593,0.04832155888824055,0.04864898180392893,-0.03298919108941206,-0.09370833600510976,0.14295219980590534,-0.14652187579096082
33,3,0.04594841015680129,0.020879261794922825,0.07677883071122049,0.09003707364203978,0.016482533149874502,-0.0074538915622171225,0.13124390647055886,0.021623610825097006,0.09808366521430137,0.02567185929095594,0.0866223233105294,0.10282247808558591,0.02999943468924032,0.0315445728901458,0.014370653902029795,0.1396152036257158,-0.04834041546836672,-0.0779047528873468,0.17844364364519555,-0.1414542731307439
